                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    208,                 1.2637,                 2.0242,                0.90741,                 1.1246,                0.62896,                0.53037,                0.59549,                0.29285,                0.59023,                 0.4837,                0.52811,                0.21693,                 1.6003,                 2.3244,                 1.1205,                  1.149,              0.0006338,              0.0006338,              0.0006338
                    209,                 1.3228,                 2.0914,                0.93017,                 1.1552,                0.60443,                0.53778,                0.58065,                0.28607,                0.57159,                0.49407,                0.51622,                0.20844,                 1.6214,                 2.5578,                 1.1436,                  1.176,              0.0006272,              0.0006272,              0.0006272
                    210,                 1.2749,                 2.0528,                 0.9085,                   1.14,                0.63804,                0.53185,                0.59762,                0.29465,                0.62075,                0.48133,                0.52584,                0.20966,                 1.6202,                  2.404,                 1.1313,                 1.1632,              0.0006206,              0.0006206,              0.0006206
                    211,                 1.2886,                 2.0806,                0.92592,                 1.1245,                0.58659,                 0.5518,                0.58596,                0.28146,                0.57512,                0.49259,                 0.5238,                0.21366,                 1.6536,                 2.3675,                 1.1838,                 1.1779,               0.000614,               0.000614,               0.000614
                    212,                 1.2761,                 2.0273,                0.91689,                 1.1158,                0.63635,                0.52815,                0.59982,                0.29619,                 0.5944,                0.50444,                0.53765,                0.22046,                 1.6184,                 2.3773,                 1.1387,                 1.1628,              0.0006074,              0.0006074,              0.0006074
                    213,                 1.2636,                 2.0208,                0.89751,                 1.1234,                0.63459,                0.54889,                0.59869,                0.29488,                0.61824,                0.47778,                0.52897,                0.22064,                 1.6331,                 2.3587,                 1.1457,                 1.1749,              0.0006008,              0.0006008,              0.0006008
                    214,                 1.2894,                 2.0317,                0.92225,                 1.1404,                0.60578,                0.57185,                0.60124,                 0.2887,                0.61012,                0.47556,                0.51601,                0.21126,                 1.6603,                 2.3895,                 1.1471,                 1.1877,              0.0005942,              0.0005942,              0.0005942
                    215,                 1.2838,                  2.067,                0.90595,                 1.1339,                0.58564,                   0.58,                0.60001,                0.29318,                0.61626,                0.49556,                0.54023,                0.22204,                  1.628,                 2.3743,                 1.1332,                 1.1571,              0.0005876,              0.0005876,              0.0005876
                    216,                  1.284,                 2.0417,                0.92408,                 1.1445,                0.58703,                0.57913,                0.60231,                0.29966,                0.60278,                0.50246,                0.54124,                0.22414,                 1.6101,                 2.3106,                 1.1032,                 1.1423,               0.000581,               0.000581,               0.000581
                    217,                 1.2638,                 2.0038,                0.89858,                 1.1296,                 0.6556,                0.50667,                 0.5762,                0.28028,                0.60704,                0.46229,                0.49977,                0.20654,                 1.6344,                  2.358,                 1.1479,                 1.1589,              0.0005744,              0.0005744,              0.0005744
                    218,                 1.2813,                 2.0432,                0.91983,                 1.1396,                0.61542,                0.51481,                0.57074,                 0.2767,                0.60227,                0.45764,                0.49656,                0.20292,                 1.6472,                 2.3166,                 1.1453,                 1.1654,              0.0005678,              0.0005678,              0.0005678
                    219,                 1.2738,                 2.0474,                0.91436,                 1.1334,                0.61732,                0.54444,                0.59782,                0.29518,                0.61192,                0.48222,                0.52802,                 0.2167,                 1.6289,                 2.3367,                  1.126,                 1.1608,              0.0005612,              0.0005612,              0.0005612
                    220,                 1.2816,                 2.0608,                0.91378,                  1.133,                0.62538,                 0.5478,                0.59621,                0.29341,                 0.5992,                0.48593,                0.53075,                0.21954,                 1.6298,                 2.5867,                 1.1337,                  1.166,              0.0005546,              0.0005546,              0.0005546
                    221,                 1.2853,                 1.9557,                0.90477,                 1.1319,                0.61382,                0.54593,                0.58912,                0.28894,                0.61298,                0.47333,                0.52229,                0.20966,                 1.6499,                 2.3212,                 1.1364,                 1.1741,               0.000548,               0.000548,               0.000548
                    222,                  1.285,                 2.0072,                0.90515,                  1.128,                0.62388,                0.54074,                0.58462,                0.27906,                0.61357,                0.46693,                0.50189,                 0.1989,                 1.6784,                 2.3311,                 1.1567,                 1.1746,              0.0005414,              0.0005414,              0.0005414
                    223,                 1.2696,                 2.0395,                0.88704,                 1.1271,                0.60877,                   0.52,                0.57179,                0.28473,                0.59518,                0.46939,                0.51499,                0.21446,                 1.6141,                  2.363,                 1.1362,                 1.1579,              0.0005348,              0.0005348,              0.0005348
                    224,                 1.2723,                 2.0087,                0.91854,                  1.132,                0.58827,                0.56963,                0.59319,                0.29473,                 0.5895,                0.49407,                0.53162,                0.22109,                 1.5953,                 2.3467,                 1.1261,                 1.1439,              0.0005282,              0.0005282,              0.0005282
                    225,                 1.2389,                 2.0353,                0.88941,                 1.1084,                0.59149,                 0.5781,                0.59831,                0.28941,                0.54521,                0.50667,                0.51429,                0.20406,                 1.6272,                 2.3808,                 1.1444,                 1.1632,              0.0005216,              0.0005216,              0.0005216
                    226,                  1.261,                 2.0223,                0.89445,                 1.1372,                0.59569,                0.57078,                0.59336,                0.29074,                0.56671,                0.51348,                0.53211,                0.21868,                 1.6371,                 2.3633,                 1.1289,                 1.1686,               0.000515,               0.000515,               0.000515
                    227,                  1.285,                 2.0582,                0.91346,                 1.1294,                0.58568,                0.61481,                0.60837,                0.29803,                0.57085,                 0.5437,                0.54486,                0.22334,                 1.6129,                 2.3897,                 1.1366,                 1.1663,              0.0005084,              0.0005084,              0.0005084
                    228,                  1.276,                 2.0096,                0.90498,                  1.132,                0.59215,                0.60889,                0.61674,                0.29772,                0.58929,                0.50802,                 0.5355,                0.21325,                 1.6401,                 2.3508,                 1.1132,                 1.1635,              0.0005018,              0.0005018,              0.0005018
                    229,                 1.2709,                 1.9707,                0.88741,                 1.1182,                0.60702,                0.56889,                0.59622,                0.28826,                0.60969,                0.49407,                0.53306,                0.21658,                 1.6514,                 2.3526,                 1.1469,                 1.1781,              0.0004952,              0.0004952,              0.0004952
                    230,                 1.2489,                 2.0524,                 0.8822,                 1.1209,                0.59711,                0.59259,                0.61089,                0.29703,                0.63967,                0.50074,                0.54981,                0.22324,                 1.6324,                 2.3448,                  1.123,                 1.1774,              0.0004886,              0.0004886,              0.0004886
                    231,                 1.2879,                 2.0882,                0.91529,                 1.1298,                0.59283,                0.53852,                0.58117,                0.28692,                0.61374,                   0.46,                0.51244,                0.20957,                 1.6361,                  2.322,                 1.1449,                 1.1707,               0.000482,               0.000482,               0.000482
                    232,                 1.2402,                 2.0134,                0.87778,                 1.1094,                0.61949,                0.49407,                0.56751,                0.27267,                 0.6136,                0.42667,                0.48018,                0.19155,                 1.6598,                 2.4018,                 1.1742,                 1.1692,              0.0004754,              0.0004754,              0.0004754
                    233,                 1.2891,                 2.0269,                0.91373,                 1.1308,                 0.6294,                0.51333,                 0.5844,                0.28794,                0.63351,                0.47259,                0.52282,                0.21121,                 1.6181,                 2.3453,                 1.1392,                 1.1589,              0.0004688,              0.0004688,              0.0004688
                    234,                 1.2794,                 1.9972,                0.89792,                  1.124,                0.61657,                0.50889,                0.56851,                0.28144,                0.59796,                0.46162,                0.50227,                0.20537,                 1.6254,                 2.4133,                  1.158,                  1.167,              0.0004622,              0.0004622,              0.0004622
                    235,                 1.2618,                 2.0285,                0.88039,                 1.1151,                0.63206,                0.51556,                0.58136,                0.28942,                0.60596,                0.45407,                  0.502,                0.20883,                 1.6159,                 2.3395,                 1.1322,                 1.1607,              0.0004556,              0.0004556,              0.0004556
                    236,                 1.2586,                  2.056,                0.90283,                 1.1202,                0.61505,                0.56444,                0.60155,                0.29232,                0.63552,                0.48815,                0.52802,                 0.2146,                 1.6407,                 2.3518,                 1.1246,                 1.1654,               0.000449,               0.000449,               0.000449
                    237,                 1.2569,                      2,                0.88201,                 1.1257,                0.60896,                0.57407,                0.60467,                0.28851,                0.60236,                0.48812,                0.51627,                0.20329,                 1.6557,                 2.3416,                 1.1241,                 1.1707,              0.0004424,              0.0004424,              0.0004424
                    238,                 1.2569,                 2.0405,                0.89305,                  1.117,                0.60065,                0.56263,                0.59676,                0.28673,                0.61462,                0.46963,                0.51027,                0.20282,                 1.6483,                 2.3734,                  1.124,                 1.1653,              0.0004358,              0.0004358,              0.0004358
                    239,                 1.2723,                  2.004,                0.89719,                 1.1357,                0.58925,                0.60572,                0.62004,                0.29917,                0.60949,                0.50148,                0.54503,                0.21697,                 1.6221,                  2.338,                 1.0971,                 1.1626,              0.0004292,              0.0004292,              0.0004292
                    240,                 1.2799,                 2.0264,                0.91145,                 1.1275,                0.60712,                0.59333,                0.60686,                0.29473,                0.59228,                0.50296,                0.53471,                0.21372,                  1.626,                 2.3037,                 1.0985,                  1.162,              0.0004226,              0.0004226,              0.0004226
                    241,                 1.2649,                 2.0002,                0.90253,                 1.1295,                0.58106,                0.57431,                0.58788,                0.28222,                 0.6276,                0.45852,                0.50991,                0.20384,                 1.6485,                 2.3585,                 1.1544,                 1.1715,               0.000416,               0.000416,               0.000416
                    242,                 1.2787,                 2.0761,                 0.8999,                  1.123,                 0.6244,                0.56593,                0.60174,                0.29038,                0.60157,                0.49556,                0.52714,                0.20821,                 1.6497,                 2.3288,                 1.1439,                 1.1906,              0.0004094,              0.0004094,              0.0004094
                    243,                 1.2556,                 2.0496,                0.90232,                 1.1252,                0.59756,                0.58953,                0.60495,                0.29907,                0.63341,                0.47926,                0.53942,                0.22041,                 1.6196,                 2.3117,                 1.1127,                 1.1658,              0.0004028,              0.0004028,              0.0004028
                    244,                 1.2569,                  2.003,                0.89452,                 1.1139,                0.57965,                0.61037,                  0.609,                0.29626,                 0.6288,                0.47926,                0.53016,                0.21361,                 1.6411,                 2.3574,                 1.1124,                  1.181,              0.0003962,              0.0003962,              0.0003962
                    245,                 1.2747,                 2.0114,                0.90338,                  1.128,                0.62322,                0.58667,                0.61648,                0.29718,                0.60907,                0.51259,                0.54289,                0.22044,                 1.6463,                 2.3483,                 1.1111,                 1.1798,              0.0003896,              0.0003896,              0.0003896
                    246,                 1.2458,                 2.0703,                0.90023,                 1.1263,                0.63113,                0.60581,                0.62607,                0.30036,                0.62062,                0.53111,                0.55767,                0.22796,                 1.6299,                 2.3432,                 1.1155,                 1.1686,               0.000383,               0.000383,               0.000383
                    247,                  1.249,                 1.9524,                 0.8751,                 1.1162,                0.63521,                0.55111,                  0.602,                0.29456,                0.63202,                0.48296,                0.53345,                0.21994,                 1.6292,                 2.3079,                 1.1146,                 1.1723,              0.0003764,              0.0003764,              0.0003764
                    248,                 1.2617,                 2.0091,                0.88458,                 1.1147,                0.61478,                0.56444,                0.59964,                0.29052,                0.62448,                0.49704,                0.54024,                0.22238,                 1.6343,                 2.3337,                 1.1254,                 1.1715,              0.0003698,              0.0003698,              0.0003698
                    249,                 1.2574,                 2.0917,                0.88221,                 1.1289,                0.61867,                0.54681,                0.58679,                0.28628,                0.63572,                0.47333,                0.51894,                0.21585,                  1.637,                 2.3402,                 1.1146,                  1.171,              0.0003632,              0.0003632,              0.0003632
                    250,                 1.2396,                 2.0345,                0.87153,                  1.109,                0.60508,                   0.56,                  0.597,                 0.2911,                0.64378,                0.47925,                0.53571,                0.21563,                 1.6313,                 2.3225,                 1.1224,                 1.1703,              0.0003566,              0.0003566,              0.0003566
                    251,                 1.2448,                  1.993,                0.86677,                 1.1166,                0.60115,                0.59704,                0.61215,                0.30075,                0.63667,                0.48963,                0.54857,                0.22474,                 1.6154,                 2.3292,                 1.1066,                 1.1714,                0.00035,                0.00035,                0.00035
                    252,                 1.2527,                 1.9984,                0.89141,                 1.1186,                0.61158,                0.59407,                0.61206,                0.30248,                0.65212,                 0.4837,                0.54473,                0.22246,                 1.6068,                 2.3236,                  1.106,                 1.1685,              0.0003434,              0.0003434,              0.0003434
                    253,                 1.2331,                 2.0069,                0.86265,                 1.1205,                0.60477,                0.60187,                0.61592,                0.30337,                 0.6436,                0.49185,                0.55492,                0.22988,                 1.5966,                 2.3308,                 1.1071,                 1.1551,              0.0003368,              0.0003368,              0.0003368
                    254,                 1.2384,                 1.9902,                0.87531,                 1.1165,                0.58375,                0.58963,                0.60549,                0.29811,                0.61346,                0.48787,                0.53534,                0.22063,                 1.6153,                 2.3084,                 1.1242,                 1.1664,              0.0003302,              0.0003302,              0.0003302
                    255,                 1.2656,                 2.0767,                0.87181,                 1.1271,                0.61825,                0.61852,                0.62263,                0.29901,                0.58909,                0.53948,                0.55048,                0.22079,                 1.6274,                 2.3188,                 1.1159,                 1.1704,              0.0003236,              0.0003236,              0.0003236
                    256,                 1.2229,                 1.9939,                0.86623,                 1.1117,                0.61646,                0.58741,                0.60936,                 0.2947,                0.62874,                0.49426,                0.53108,                0.21359,                 1.6294,                 2.3463,                 1.1249,                 1.1629,               0.000317,               0.000317,               0.000317
                    257,                 1.2419,                 1.9758,                0.87847,                 1.1241,                0.61481,                0.54032,                0.57766,                0.28418,                  0.619,                0.45926,                0.50011,                0.20522,                 1.6319,                  2.379,                 1.1509,                  1.167,              0.0003104,              0.0003104,              0.0003104
                    258,                 1.2325,                 1.9512,                0.87984,                 1.1056,                 0.5915,                0.58296,                0.59551,                0.29255,                0.62027,                0.46963,                0.51961,                0.21128,                 1.6165,                 2.3654,                 1.1241,                 1.1683,              0.0003038,              0.0003038,              0.0003038
                    259,                  1.259,                 2.0221,                0.89423,                  1.118,                0.61468,                0.57407,                0.60425,                0.29401,                0.61035,                0.49037,                0.52361,                0.21317,                 1.6218,                  2.356,                 1.1152,                 1.1688,              0.0002972,              0.0002972,              0.0002972
                    260,                 1.2361,                   1.97,                0.85783,                 1.1074,                 0.6251,                0.58074,                0.61655,                0.29939,                0.62617,                0.49778,                0.53989,                0.21983,                 1.6107,                 2.3161,                 1.1092,                 1.1646,              0.0002906,              0.0002906,              0.0002906
                    261,                 1.2695,                 1.9911,                0.88363,                 1.1176,                0.63954,                0.52296,                0.58567,                0.29079,                0.63112,                0.47333,                0.51952,                0.21692,                  1.628,                 2.3429,                 1.1317,                 1.1717,               0.000284,               0.000284,               0.000284
                    262,                 1.2484,                 1.9989,                 0.8679,                 1.1112,                0.60152,                0.55333,                0.59444,                0.29111,                0.62142,                0.47926,                0.52313,                0.21468,                 1.6403,                 2.3428,                 1.1304,                 1.1759,              0.0002774,              0.0002774,              0.0002774
                    263,                 1.2348,                 1.9712,                0.86422,                 1.1147,                0.61542,                0.57134,                0.60611,                0.29182,                0.61751,                0.49037,                0.52835,                0.21054,                   1.65,                  2.367,                 1.1234,                 1.1791,              0.0002708,              0.0002708,              0.0002708
                    264,                 1.2465,                 2.0111,                0.88355,                 1.1144,                0.60794,                0.57556,                0.60611,                0.29434,                0.61793,                0.49359,                0.53632,                0.21551,                 1.6473,                 2.3778,                 1.1173,                 1.1836,              0.0002642,              0.0002642,              0.0002642
                    265,                 1.2359,                 1.9946,                0.86546,                 1.1179,                0.60823,                    0.6,                0.61822,                0.30038,                0.60709,                0.51926,                0.54239,                0.21801,                  1.639,                 2.3614,                  1.115,                 1.1736,              0.0002576,              0.0002576,              0.0002576
                    266,                 1.2304,                  2.026,                  0.865,                 1.1144,                0.60569,                0.62148,                0.62296,                0.30249,                0.60664,                0.52074,                0.54309,                0.21952,                 1.6342,                 2.3694,                 1.0968,                 1.1754,               0.000251,               0.000251,               0.000251
                    267,                 1.2459,                 2.0201,                0.86676,                 1.1088,                0.60889,                0.60593,                0.62021,                    0.3,                0.63522,                0.50222,                0.54701,                0.22182,                 1.6248,                 2.3461,                 1.1107,                 1.1674,              0.0002444,              0.0002444,              0.0002444
                    268,                 1.2355,                 1.9403,                0.84926,                 1.1019,                0.61115,                0.57926,                0.60461,                0.29881,                0.61488,                0.50519,                0.53681,                0.21926,                 1.6191,                 2.3489,                 1.1142,                 1.1698,              0.0002378,              0.0002378,              0.0002378
                    269,                 1.2142,                 1.9671,                0.86927,                 1.1114,                0.60259,                0.59333,                0.61228,                0.30651,                0.61531,                0.52593,                0.55402,                0.22956,                 1.5992,                 2.3731,                 1.0961,                   1.16,              0.0002312,              0.0002312,              0.0002312
                    270,                 1.2119,                 1.9845,                0.84837,                 1.1031,                0.61653,                0.56571,                0.60679,                0.30306,                0.61144,                0.51926,                0.55177,                0.22718,                 1.6117,                 2.3623,                 1.1131,                 1.1674,              0.0002246,              0.0002246,              0.0002246
                    271,                 1.2152,                 1.9296,                0.84766,                 1.0928,                0.59352,                0.58222,                0.60103,                0.29774,                0.61689,                0.49977,                0.53618,                0.22057,                 1.6229,                 2.3628,                 1.1241,                  1.172,               0.000218,               0.000218,               0.000218
                    272,                 1.2362,                 2.0634,                0.87839,                 1.1076,                0.62017,                 0.6037,                0.61271,                0.30065,                0.59478,                0.52624,                0.54144,                 0.2211,                 1.6199,                 2.3775,                 1.1157,                 1.1691,              0.0002114,              0.0002114,              0.0002114
                    273,                  1.232,                 1.9687,                0.86385,                 1.1042,                0.61686,                0.57704,                0.60038,                0.29498,                0.60779,                0.50444,                0.53452,                0.22097,                 1.6274,                 2.3951,                 1.1202,                 1.1685,              0.0002048,              0.0002048,              0.0002048
                    274,                 1.2171,                 1.9699,                0.84064,                 1.0932,                0.60458,                0.58519,                0.60116,                 0.2933,                0.61146,                0.48889,                 0.5282,                0.21516,                 1.6333,                 2.3673,                 1.1273,                 1.1698,              0.0001982,              0.0001982,              0.0001982
                    275,                 1.2282,                  1.923,                0.84963,                    1.1,                0.61875,                0.60815,                0.62271,                0.30738,                0.58391,                0.52519,                0.54781,                0.22457,                 1.6164,                  2.363,                 1.1005,                 1.1696,              0.0001916,              0.0001916,              0.0001916
                    276,                 1.2153,                 2.0376,                0.86356,                 1.1046,                0.61166,                    0.6,                0.61306,                0.30435,                0.63226,                0.49037,                0.54243,                0.22707,                 1.6145,                 2.3567,                 1.1017,                 1.1686,               0.000185,               0.000185,               0.000185
                    277,                 1.2201,                 1.9609,                0.85476,                 1.1052,                0.62681,                0.57977,                0.61548,                0.30614,                0.59607,                0.51594,                0.54647,                 0.2282,                 1.6083,                 2.3531,                 1.0975,                  1.164,              0.0001784,              0.0001784,              0.0001784
                    278,                 1.2274,                 1.9493,                0.84847,                 1.1077,                 0.6218,                0.58296,                0.61511,                0.30635,                 0.6081,                0.50918,                0.54298,                0.22379,                 1.6135,                  2.351,                 1.1037,                 1.1653,              0.0001718,              0.0001718,              0.0001718
                    279,                 1.2201,                 1.9559,                0.86228,                    1.1,                0.62128,                 0.5857,                0.61453,                0.30355,                0.61776,                0.51037,                0.54764,                0.22461,                 1.6193,                 2.3689,                 1.1037,                 1.1728,              0.0001652,              0.0001652,              0.0001652
                    280,                 1.2381,                 1.9609,                0.85894,                 1.1086,                 0.6405,                0.60519,                0.63299,                0.30896,                0.61794,                 0.5437,                0.56725,                0.22905,                 1.6128,                 2.3754,                 1.0894,                 1.1645,              0.0001586,              0.0001586,              0.0001586
                    281,                 1.2317,                 1.9782,                0.86512,                 1.1091,                0.61092,                0.61778,                0.61855,                0.30113,                0.60021,                0.52889,                0.55244,                0.21901,                 1.6343,                 2.3702,                 1.1088,                 1.1773,               0.000152,               0.000152,               0.000152
                    282,                 1.2274,                 2.0187,                0.85399,                 1.1218,                0.63098,                0.61048,                0.62886,                0.30906,                0.60974,                0.53185,                0.55462,                0.22802,                 1.6179,                 2.3349,                 1.0967,                 1.1703,              0.0001454,              0.0001454,              0.0001454
                    283,                  1.232,                 1.9594,                0.85829,                 1.1146,                0.61607,                0.59789,                0.61587,                0.30416,                0.59523,                0.53037,                0.54923,                0.22409,                 1.6223,                 2.3195,                 1.1043,                 1.1707,              0.0001388,              0.0001388,              0.0001388
                    284,                 1.2222,                 1.9614,                0.85321,                 1.0959,                0.61606,                0.59926,                0.61666,                0.30652,                0.62852,                0.50667,                0.54447,                0.22499,                 1.6198,                 2.3137,                 1.0966,                 1.1685,              0.0001322,              0.0001322,              0.0001322
                    285,                 1.2313,                 1.9677,                0.84539,                 1.1043,                0.60959,                0.60722,                 0.6168,                 0.3013,                0.60997,                0.50963,                0.54726,                 0.2237,                 1.6279,                 2.3479,                  1.105,                 1.1797,              0.0001256,              0.0001256,              0.0001256
                    286,                 1.2037,                 1.9397,                0.82942,                 1.1054,                0.62416,                0.58431,                0.61403,                0.30054,                0.62604,                0.50966,                0.54921,                0.22365,                 1.6264,                 2.3613,                 1.1036,                 1.1784,               0.000119,               0.000119,               0.000119
                    287,                 1.2145,                 1.9585,                0.83195,                  1.097,                0.61641,                0.59852,                0.61175,                0.29681,                0.61597,                0.50851,                0.54185,                0.22001,                 1.6366,                 2.3609,                  1.113,                 1.1807,              0.0001124,              0.0001124,              0.0001124
                    288,                 1.2177,                 1.9566,                0.84952,                 1.1056,                 0.6267,                0.58822,                0.61832,                0.30129,                0.62298,                0.50815,                0.54778,                 0.2196,                 1.6273,                 2.3443,                 1.0998,                 1.1763,              0.0001058,              0.0001058,              0.0001058
                    289,                 1.2094,                 1.9573,                0.84833,                 1.0963,                0.61361,                0.60074,                0.61403,                 0.2992,                0.63373,                0.49985,                0.54253,                0.21752,                 1.6294,                 2.3382,                 1.1107,                 1.1754,               9.92e-05,               9.92e-05,               9.92e-05
                    290,                 1.2444,                  1.533,                0.90919,                 1.0955,                0.60661,                0.59111,                0.60859,                  0.299,                0.60507,                0.50296,                0.54069,                0.21849,                  1.621,                 2.3723,                 1.1224,                 1.1718,               9.26e-05,               9.26e-05,               9.26e-05
                    291,                 1.2452,                  1.592,                0.88225,                 1.0856,                    0.6,                0.60074,                0.60865,                0.30045,                0.59428,                0.51259,                0.54349,                0.22063,                  1.625,                 2.3918,                 1.1162,                 1.1833,                8.6e-05,                8.6e-05,                8.6e-05
                    292,                 1.2285,                 1.5355,                 0.8588,                 1.0802,                0.60512,                0.59852,                0.61044,                0.29987,                0.61378,                0.50222,                0.54771,                0.22128,                 1.6236,                 2.3843,                 1.1185,                 1.1766,               7.94e-05,               7.94e-05,               7.94e-05
                    293,                  1.221,                 1.4946,                0.85331,                 1.0824,                0.61025,                0.59499,                0.61191,                0.29983,                0.58533,                   0.52,                 0.5467,                0.21923,                 1.6298,                 2.3792,                 1.1172,                 1.1779,               7.28e-05,               7.28e-05,               7.28e-05
                    294,                 1.2308,                 1.5042,                0.85657,                 1.0838,                0.62351,                0.59007,                0.62073,                0.30862,                 0.6334,                0.50296,                0.55735,                0.22851,                 1.6073,                 2.3693,                 1.1063,                 1.1684,               6.62e-05,               6.62e-05,               6.62e-05
                    295,                 1.1994,                 1.5199,                0.84193,                 1.0653,                0.62508,                0.58074,                0.61977,                0.30787,                0.64304,                0.49372,                0.55125,                  0.227,                 1.6031,                 2.3695,                 1.1052,                 1.1644,               5.96e-05,               5.96e-05,               5.96e-05
                    296,                 1.2339,                 1.4869,                0.85785,                 1.0818,                0.62824,                0.57185,                0.61557,                0.30268,                 0.6113,                0.50815,                0.54543,                 0.2197,                 1.6285,                 2.3687,                 1.1108,                 1.1804,                5.3e-05,                5.3e-05,                5.3e-05
                    297,                 1.2207,                 1.4929,                0.85447,                 1.0717,                0.62881,                0.58602,                0.61965,                 0.3029,                0.60768,                0.50829,                0.54208,                 0.2183,                 1.6305,                 2.3753,                 1.1097,                 1.1803,               4.64e-05,               4.64e-05,               4.64e-05
                    298,                 1.2301,                 1.5097,                0.84903,                 1.0775,                0.63074,                0.58328,                0.62193,                0.30516,                0.59851,                 0.5163,                0.54512,                0.21981,                 1.6273,                 2.3766,                 1.1069,                  1.178,               3.98e-05,               3.98e-05,               3.98e-05
                    299,                 1.2298,                 1.4958,                0.84758,                 1.0782,                0.62989,                0.58296,                0.61843,                0.30403,                 0.6093,                0.51059,                 0.5487,                0.22232,                  1.624,                 2.3805,                  1.106,                 1.1796,               3.32e-05,               3.32e-05,               3.32e-05
